DR19;annee;0-4ansH;0-4ansF;5-9ansH;5-9ansF;10-14ansH;10-14ansF;15-19ansH;15-19ansF;20-24ansH;20-24ansF;25-29ansH;25-29ansF;30-34ansH;30-34ansF;35-39ansH;35-39ansF;40-44ansH;40-44ansF;45-49ansH;45-49ansF;50-54ansH;50-54ansF;55-59ansH;55-59ansF;60-64ansH;60-64ansF;65-69ansH;65-69ansF;70-74ansH;70-74ansF;75-79ansH;75-79ansF;80-84ansH;80-84ansF;85-89ansH;85-89ansF;90-94ansH;90-94ansF;95+H;95+F;Y_LT5;Y5-9;Y10-14;Y15-19;Y20-24;Y25-29;Y30-34;Y35-39;Y40-44;Y45-49;Y50-54;Y55-59;Y60-64;Y65-69;Y70-74;Y75-79;Y80-84;Y85-89;YGE90
95;2008;;;44130,84121;41206,45452;42394,44212;40408,28151;41644,35393;39679,8299;43148,98404;41681,04658;40191,08612;41529,80468;39343,28363;41406,74766;39792,9758;41995,38862;40607,68986;42742,92301;41336,70185;44120,65767;39709,38038;42804,44775;38025,20658;40944,71874;35350,23644;36069,0185;23584,43264;23151,31876;16050,68437;17733,8302;13579,08466;17159,56285;9875,80208;15316,07929;6167,90385;11798,03045;2699,573519;6033,138215;259,5733678;1208,868845;0;85337,29573;82802,72363;81324,18383;84830,03062;81720,8908;80750,03129;81788,36442;83350,61287;85457,35952;82513,82813;78969,92532;71419,25494;46735,7514;33784,51457;30738,64751;25191,88137;17965,9343;10201,15395
971;2008;;;14502,30873;13912,39156;15876,04455;15150,6762;16119,23899;15446,62967;15117,66426;14508,36665;10172,39287;10264,65254;8402,443158;11323,32038;11631,23371;15198,4503;13440,88786;17477,62932;14862,48725;17883,36249;13932,46091;15788,31361;11409,10058;13512,802;10742,48303;12425,07931;8512,066066;9950,729376;6670,293711;7981,464598;5435,100817;6891,30292;3697,475295;5379,560634;2639,547151;3989,880956;1347,331481;2249,323559;236,8257966;572,1804436;0;28414,70029;31026,72075;31565,86866;29626,03091;20437,04541;19725,76354;26829,68401;30918,51718;32745,84974;29720,77452;24921,90258;23167,56234;18462,79544;14651,75831;12326,40374;9077,035929;6629,428107;4405,66128
972;2008;;;12570,5744;12187,46357;14031,23808;13877,03838;14506,5812;14263,31078;14820,93101;14455,17417;10752,26815;11125,92358;8396,353155;10466,52444;10571,04564;14080,24761;13431,66903;17062,26854;14659,44584;18281,43856;14299,23268;16634,54082;11952,09492;14091,21697;10504,64042;12374,72429;8714,57749;9777,697507;7077,908711;8572,656311;6133,75178;7793,345662;4315,488952;5969,033432;2746,949702;4391,445614;1385,373909;2561,632807;191,9572664;625,260449;0;24758,03797;27908,27646;28769,89198;29276,10518;21878,19173;18862,8776;24651,29325;30493,93757;32940,8844;30933,7735;26043,31189;22879,36471;18492,275;15650,56502;13927,09744;10284,52238;7138,395316;4764,224431
973;2008;;;13741,04585;13436,64837;12682,21705;12540,05166;11276,30572;11027,67464;9480,659578;9768,659764;7385,75302;8376,091597;7784,969589;8709,837446;7717,474435;8481,346029;7991,524687;8298,389034;6934,625833;7047,480813;5830,457585;5625,114151;4912,28888;4546,932374;3495,112731;3293,670906;2324,478179;2051,850156;1422,964037;1401,159376;900,5307178;1037,755073;585,7348746;750,0052911;326,9327803;551,3701605;167,1181941;309,8711329;25,83994536;58,84573168;0;27177,69422;25222,26871;22303,98036;19249,31934;15761,84462;16494,80704;16198,82046;16289,91372;13982,10665;11455,57174;9459,221254;6788,783637;4376,328335;2824,123413;1938,285791;1335,740166;878,3029408;561,675004
974;2008;;;35217,745;33107,02885;35716,32295;34165,0803;35466,35653;34464,28589;34223,99147;33476,42373;26488,4729;27751,32326;23969,7825;28435,46106;26578,58576;30184,88747;30271,97943;33246,27682;31551,2317;33560,06456;26102,50241;27668,50451;22229,28222;23500,94668;17349,70807;17779,93757;12698,08603;13873,99817;9789,624581;11434,47483;6796,723642;9153,030508;4211,70025;6629,865869;2649,203942;4602,697644;903,0461791;2384,684705;90,13661495;391,5119868;0;68324,77385;69881,40325;69930,64242;67700,4152;54239,79616;52405,24356;56763,47323;63518,25625;65111,29626;53771,00692;45730,2289;35129,64564;26572,0842;21224,09941;15949,75415;10841,56612;7251,901586;3769,379486
1;2009;;;20481,01656;19710,39859;20621,95111;20153,44907;19632,55103;18621,88066;17654,83564;16147,93315;16312,04544;15767,4919;17608,97968;17613,40056;20185,35957;20315,66815;23087,92894;22674,08153;22517,08162;22375,49716;20823,16218;20498,85846;18664,80453;19465,6642;18706,53685;18399,71272;13845,7195;14111,90354;10117,48402;10660,8109;8828,772729;10715,05344;6767,338495;9319,081985;4440,138906;7799,977593;1789,10804;3787,809968;163,2854896;883,4627404;0;40191,41515;40775,40018;38254,43169;33802,76879;32079,53734;35222,38024;40501,02772;45762,01047;44892,57878;41322,02064;38130,46873;37106,24957;27957,62304;20778,29492;19543,82617;16086,42048;12240,1165;6623,666238
2;2009;;;18114,05559;17106,85917;18532,03345;17554,56528;17566,67477;16693,70522;16761,78496;16177,27199;15461,88818;15058,49919;15444,91178;15552,14792;16442,11016;17081,36405;18022,1429;18422,60551;18996,24512;19009,72462;18586,90111;18773,58867;18680,57573;19038,19016;18359,77543;18520,07382;11993,04564;12798,09577;9299,816537;11054,90666;8636,012034;11807,42768;7241,338531;11476,49439;4483,14531;8568,64449;1695,918252;3804,609395;112,4649607;694,3004923;0;35220,91476;36086,59873;34260,37999;32939,05695;30520,38737;30997,0597;33523,47421;36444,74841;38005,96974;37360,48978;37718,76589;36879,84925;24791,14141;20354,7232;20443,43971;18717,83292;13051,7898;6307,2931
3;2009;;;8766,03716;8446,669571;9433,851219;9089,526264;9077,308821;8820,616673;8950,704345;8425,115686;8193,484037;7826,384467;8276,073987;8274,886497;9614,47592;9838,982332;11004,17394;10955,15439;11709,32195;11829,18815;11896,4703;11918,11523;12329,66429;12784,40287;12502,66253;13194,54197;9666,38074;10444,94346;8000,969339;9239,779389;7893,755737;10373,20298;6435,16409;10008,80403;4513,866403;7917,54111;1681,910506;3753,25438;215,6967743;938,1543449;0;17212,70673;18523,37748;17897,92549;17375,82003;16019,8685;16550,96048;19453,45825;21959,32833;23538,5101;23814,58553;25114,06716;25697,2045;20111,3242;17240,74873;18266,95872;16443,96812;12431,40751;6589,016005
4;2009;;;4422,810792;4095,244827;4768,852629;4455,834382;4810,932029;4636,935794;4388,09163;3894,11165;3430,776096;3640,291975;3628,024647;3897,829877;4224,766986;4395,20396;4987,52187;5350,803704;5520,153613;6003,609467;5808,151372;5836,983653;5432,746325;5400,724504;5507,825233;5905,98179;4843,315627;5152,359367;4019,371633;4537,025958;3505,954811;4060,587074;2840,528269;3608,369435;1758,833477;2912,364017;728,3936443;1566,87652;77,48703386;337,3901388;0;8518,055619;9224,687011;9447,867823;8282,20328;7071,068071;7525,854524;8619,970946;10338,32557;11523,76308;11645,13503;10833,47083;11413,80702;9995,674994;8556,397591;7566,541885;6448,897704;4671,197494;2710,147337
5;2009;;;3753,644153;3823,284369;4269,34957;4015,549411;4114,41112;3961,125882;3679,005344;3346,953342;3294,932716;3155,487457;3443,243632;3579,607676;3991,678796;4105,599221;4863,007421;4741,624347;4839,573537;4998,580375;5053,441878;5160,975651;4718,84096;4572,52304;4583,816805;4784,776904;3823,09961;3900,458851;2872,64983;3221,620886;2765,781846;3265,844762;2070,994743;2875,053843;1565,217248;2417,275714;542,1329583;1232,564109;89,61008929;288,5819772;0;7576,928522;8284,898981;8075,537002;7025,958686;6450,420173;7022,851308;8097,278017;9604,631768;9838,153912;10214,41753;9291,364;9368,593709;7723,558461;6094,270716;6031,626608;4946,048586;3982,492962;2152,889134
6;2009;;;28722,33754;27304,65358;30101,9863;28355,24765;31310,64554;29743,40096;32075,08649;29989,12775;29532,03431;29679,12023;29178,46218;30478,21131;31798,15815;34376,35678;35242,36723;38128,69515;37259,08659;40471,70825;34541,68211;37201,6498;32545,11643;36165,86061;33158,66406;37695,84578;28972,29599;33931,98485;24548,92148;29030,78643;21904,10127;28441,73782;18593,53995;27342,51532;12570,3506;22768,47084;5490,296873;11983,10556;646,3696616;2833,375016;0;56026,99112;58457,23395;61054,0465;62064,21424;59211,15454;59656,67349;66174,51493;73371,06238;77730,79484;71743,33191;68710,97704;70854,50984;62904,28084;53579,70791;50345,83909;45936,05527;35338,82144;20953,14711
7;2009;;;9471,815997;8849,224098;9488,701396;9296,1842;9073,372952;8568,426052;8277,285047;7738,65665;7377,989301;6909,429692;7804,67592;8047,927938;9339,799114;9377,468971;10516,18699;10504,48317;11380,58554;11633,20411;11016,30601;10779,74249;10647,47282;10678,42387;11426,95184;11755,0951;9084,537454;9351,188934;7014,970858;7549,987692;6374,632016;7606,761441;5168,432348;7322,991058;3525,432427;6147,33036;1324,936925;3037,240026;155,0166479;748,0018376;0;18321,0401;18784,8856;17641,799;16015,9417;14287,41899;15852,60386;18717,26809;21020,67016;23013,78965;21796,0485;21325,89669;23182,04694;18435,72639;14564,95855;13981,39346;12491,42341;9672,762787;5265,195437
8;2009;;;9118,492563;8487,774344;9476,094438;9146,003353;9141,874272;8462,950712;9112,151373;8067,677368;7913,474578;7703,699;7937,952485;7858,321203;8839,15596;9009,886407;9791,305666;9900,720042;10299,88001;10211,18408;10335,16611;10090,28948;9923,357537;10120,48147;9672,543878;9597,373378;6399,594346;6815,481207;5326,859597;6252,713503;5052,86008;6536,547716;3847,56771;6192,776034;2388,193664;4465,176139;804,6659078;1866,192858;72,5905975;355,1960691;0;17606,26691;18622,09779;17604,82498;17179,82874;15617,17358;15796,27369;17849,04237;19692,02571;20511,06409;20425,45559;20043,83901;19269,91726;13215,07555;11579,5731;11589,4078;10040,34374;6853,369803;3098,645432
9;2009;;;4066,632904;3831,177701;4263,946162;4039,047935;4048,026851;3880,938986;3886,188304;3552,440809;3466,396749;3256,273739;3717,204202;3894,982152;4146,725669;4394,793996;4939,87806;4829,668454;5229,137378;5238,616776;5392,207578;5557,543765;5508,043606;5390,544658;5482,197009;5236,145697;4315,258555;4430,071078;3451,04829;3802,456565;3504,786112;4339,981192;3120,411355;3917,326141;1985,563304;3158,423314;813,581726;1470,62992;65,73045588;331,6563008;0;7897,810605;8302,994097;7928,965837;7438,629113;6722,670488;7612,186354;8541,519665;9769,546514;10467,75415;10949,75134;10898,58826;10718,34271;8745,329633;7253,504855;7844,767304;7037,737496;5143,986618;2681,598403
10;2009;;;9452,32186;9025,076509;8907,443751;9018,14631;9575,586193;9042,458237;9806,730311;8963,837624;8929,689689;8369,308354;8530,683602;8620,323919;9460,855009;9427,771882;10128,97282;10294,61769;10364,14949;10593,75881;10300,28768;10435,00196;10134,57551;10617,31487;10479,1607;10707,09118;7478,391021;7680,156321;5786,065235;6881,753705;5309,86835;7123,406018;4185,733114;6410,678054;2742,605867;5033,230182;1189,516754;2494,974782;136,66668;587,1707543;0;18477,39837;17925,59006;18618,04443;18770,56794;17298,99804;17151,00752;18888,62689;20423,59051;20957,9083;20735,28964;20751,89038;21186,25188;15158,54734;12667,81894;12433,27437;10596,41117;7775,836049;4408,32897
11;2009;;;9627,344854;9467,32767;10454,46036;10084,64726;10195,41049;9549,37574;9510,795052;8995,864313;8294,038647;8183,330641;8727,698739;9058,511675;10218,31312;10504,04182;11764,08199;11986,68321;11813,62126;12460,17852;11829,39644;11976,51527;11670,47135;12400,31842;12559,7686;13156,76163;10402,47501;11081,2619;8027,491579;9027,423959;7485,213234;9197,72914;6567,308862;8845,579002;4240,615978;6977,428744;1828,168967;3603,961848;199,0887646;743,2244626;0;19094,67252;20539,10762;19744,78623;18506,65937;16477,36929;17786,21041;20722,35494;23750,7652;24273,79978;23805,91171;24070,78977;25716,53023;21483,73691;17054,91554;16682,94237;15412,88786;11218,04472;6374,444042
12;2009;;;7418,922809;7082,916921;7717,766503;7164,823436;7351,436224;6981,801808;6820,493855;6110,329186;6252,856572;5900,647921;7025,192911;6524,8972;7849,334928;7880,535621;9102,965497;8867,935021;9813,677824;9297,230924;9581,691159;9417,377468;9510,556496;9479,950551;10071,98377;9889,419597;7697,801777;8047,068455;6753,745177;7744,57676;6783,327807;8198,676268;5896,412495;7782,897948;4123,462693;6405,633231;1488,463467;3083,480308;223,8405228;707,4325222;0;14501,83973;14882,58994;14333,23803;12930,82304;12153,50449;13550,09011;15729,87055;17970,90052;19110,90875;18999,06863;18990,50705;19961,40337;15744,87023;14498,32194;14982,00408;13679,31044;10529,09592;5503,21682
13;2009;;;59146,51709;56817,84136;60045,03849;57674,36586;62212,52612;58975,86877;65609,59491;63640,22952;62143,90007;64628,36878;57965,96655;61915,98243;61485,29257;64775,83502;65988,37821;70650,91383;66319,88634;72261,0061;63060,57732;69382,0902;60501,61348;67028,04799;59805,14327;65660,95819;48278,17427;53733,88504;37641,49843;42881,0043;32715,7567;42308,69644;26385,89918;39145,31204;16977,11086;30951,91012;7165,617571;15657,97715;643,7762176;3222,388965;0;115964,3585;117719,4044;121188,3949;129249,8244;126772,2689;119881,949;126261,1276;136639,292;138580,8924;132442,6675;127529,6615;125466,1015;102012,0593;80522,50273;75024,45314;65531,21122;47929,02098;26689,7599
14;2009;;;21536,41073;20485,4838;21828,71478;20845,00383;21530,82091;20811,37028;22734,16956;22757,34287;21003,42314;21618,91348;19499,61151;20113,16276;21181,46048;21742,01368;22773,74459;22684,40432;22408,19438;23206,2455;22148,86618;23346,72369;23191,63339;24011,37116;22268,15198;23970,23189;15499,04471;16910,06216;12007,68372;14601,99003;11244,87791;15376,85154;8732,904265;13891,82163;5562,737139;10944,40269;2130,723655;5065,402076;231,6997235;1083,856914;0;42021,89453;42673,71861;42342,19119;45491,51243;42622,33662;39612,77427;42923,47416;45458,14891;45614,43988;45495,58987;47203,00455;46238,38387;32409,10687;26609,67375;26621,72945;22624,7259;16507,13983;8511,682369
15;2009;;;3751,474728;3632,62028;3734,804079;3464,357385;3545,682434;3364,480726;3652,937413;3305,227782;3506,043146;3189,339431;3710,760385;3613,741507;4411,811147;4164,635998;4685,122978;4863,055913;5417,818271;5006,908156;5504,012972;5404,349361;5682,530749;5574,817283;5817,264097;5565,347933;4072,175291;4250,854242;3625,499503;4142,690802;3714,903516;4709,793738;3006,899056;4208,901519;2076,422195;3372,020562;868,4696821;1772,473584;82,1623392;399,3910188;0;7384,095008;7199,161464;6910,16316;6958,165195;6695,382577;7324,501892;8576,447145;9548,178891;10424,72643;10908,36233;11257,34803;11382,61203;8323,029533;7768,190305;8424,697254;7215,800575;5448,442757;3122,496624
16;2009;;;9521,024011;9040,065934;10022,53415;9331,861917;9838,447061;9535,353979;9598,964448;8701,416346;9055,700248;8226,879929;8854,075144;8941,248481;10234,58999;10230,23076;11458,47941;11879,21265;12328,32585;12800,88668;12346,64997;12649,8519;12805,42496;13325,665;12833,43143;13143,81571;9503,941598;10211,87978;7785,279156;8876,485459;7647,9411;9014,448903;6177,931037;8744,039172;3886,557659;7025,838366;1716,780697;3522,489132;202,6020757;832,3317326;0;18561,08995;19354,39607;19373,80104;18300,38079;17282,58018;17795,32363;20464,82075;23337,69206;25129,21253;24996,50187;26131,08996;25977,24714;19715,82138;16661,76462;16662,39;14921,97021;10912,39603;6274,203637
17;2009;;;16583,75838;15316,91569;17789,37478;17070,80995;17401,82991;16056,68572;17130,7992;15784,22245;15673,29742;14575,54719;14790,14873;15451,06384;17295,24037;17854,52156;20099,62183;20860,6502;19963,87725;20994,42123;20279,85444;21346,80453;20508,37371;22452,81152;22240,88236;23941,36223;18304,81245;19956,06871;14835,55369;16438,4556;13608,56468;16725,93213;11333,12678;15973,54223;7470,693606;12277,20667;3078,792691;6208,100122;368,9263426;1483,566635;0;31900,67407;34860,18473;33458,51563;32915,02165;30248,84461;30241,21257;35149,76193;40960,27203;40958,29848;41626,65897;42961,18523;46182,24459;38260,88116;31274,00929;30334,49681;27306,66901;19747,90028;11139,38579
18;2009;;;8440,03657;8342,385699;9291,637561;8529,508657;8851,034159;8398,515139;8828,958254;8056,696789;8203,417561;7587,558025;7898,630305;7874,943327;9041,34682;9162,771905;10442,34582;10422,32243;10703,41857;11056,44692;11190,79687;11161,37215;10945,11405;11378,83805;11235,07791;11663,60026;8951,374744;9351,835896;7323,349525;8223,310656;6745,508679;8471,90052;5361,63146;7638,25377;3481,39638;5949,274223;1411,053422;2997,032624;182,6414289;672,2150076;0;16782,42227;17821,14622;17249,5493;16885,65504;15790,97559;15773,57363;18204,11873;20864,66825;21759,86549;22352,16902;22323,9521;22898,67817;18303,21064;15546,66018;15217,4092;12999,88523;9430,670603;5262,942483
19;2009;;;6086,100208;5891,071046;6298,904758;5952,500788;6047,529335;5738,393567;6680,950469;5618,65269;6159,638544;5470,011794;6272,387438;5834,239876;6890,934093;6956,645689;7893,789214;7444,200553;8259,227906;8172,430022;8351,230103;8532,231857;8616,767696;8756,233735;8712,619008;9057,866924;6683,100434;7268,066508;5778,937974;6619,063802;5809,136203;7447,796273;4784,011992;7202,018281;3441,389105;5855,665458;1435,662137;2939,516543;163,3768143;701,0451262;0;11977,17125;12251,40555;11785,9229;12299,60316;11629,65034;12106,62731;13847,57978;15337,98977;16431,65793;16883,46196;17373,00143;17770,48593;13951,16694;12398,00178;13256,93248;11986,03027;9297,054563;5239,600621
2A;2009;;;3631,084845;3412,436738;3866,435046;3604,569113;3934,987856;3608,488024;3932,149779;3754,9184;3684,93864;3723,417737;3836,793579;4147,677236;4153,632519;4492,317516;4968,000116;5321,394845;5155,382358;5547,66331;5042,199665;5200,435589;4878,836708;4985,307569;4799,077098;4789,572207;4023,384285;4263,06166;3590,493805;3920,635948;2946,467272;3618,559822;2424,755177;3166,118573;1364,618383;2336,349033;616,8183424;1183,168569;115,5427201;304,2730822;0;7043,521583;7471,004159;7543,47588;7687,068179;7408,356377;7984,470815;8645,950035;10289,39496;10703,04567;10242,63525;9864,144277;9588,649305;8286,445945;7511,129753;6565,027094;5590,87375;3700,967416;2219,802714
2B;2009;;;4282,268419;3899,967974;4331,570194;4047,39788;4488,187676;4254,787132;4998,018256;4525,476497;5002,374722;4580,854653;4913,179844;4777,489217;5216,746352;5385,039377;5943,485743;5998,40968;5795,046953;6009,535659;5732,031261;5818,997375;5538,77703;5532,179584;5536,455719;5611,020665;4644,295422;4855,060142;4066,419415;4163,462585;3240,285587;3956,000415;2609,341761;3406,503894;1564,814832;2729,308884;613,378366;1516,635655;79,74410568;282,7786794;0;8182,236393;8378,968074;8742,974808;9523,494753;9583,229375;9690,669061;10601,78573;11941,89542;11804,58261;11551,02864;11070,95661;11147,47638;9499,355564;8229,882;7196,286002;6015,845655;4294,123716;2492,536806
21;2009;;;15125,06538;14323,00533;15537,74086;14763,26402;16138,69366;15537,91525;18073,04543;18531,10937;17869,07668;18311,47989;15806,70096;15820,39983;15901,1071;16311,15117;17472,343;17743,02937;17656,78415;17829,57143;18035,20222;18280,88754;17304,32689;18107,30414;17008,5443;17799,90048;12318,19625;12984,87657;9541,267714;11002,83291;8434,460574;11129,20602;7113,645482;10264,64444;4554,585876;8325,434294;2012,439934;4199,404287;228,6850218;1064,255367;0;29448,07071;30301,00488;31676,60891;36604,1548;36180,55657;31627,10079;32212,25827;35215,37237;35486,35558;36316,08976;35411,63103;34808,44478;25303,07282;20544,10062;19563,66659;17378,28992;12880,02017;7504,78461
22;2009;;;17453,94903;16566,10118;18259,59892;17011,80565;17115,00415;15984,29384;15781,00453;14455,41946;13651,85368;12858,63645;14386,24127;14328,08526;16922,43046;16965,91945;19218,63129;18878,34932;19268,83147;18603,24171;20034,45231;20052,8732;20067,2386;20424,62679;20862,3379;22033,73843;16024,26118;17745,51972;13424,91274;15742,90742;12740,61101;16733,6244;9964,05755;15810,28348;6636,764161;12312,06403;2385,697825;5962,601617;210,1047789;1144,757731;0;34020,05021;35271,40457;33099,29799;30236,42399;26510,49013;28714,32653;33888,34991;38096,98061;37872,07318;40087,32551;40491,86539;42896,07633;33769,7809;29167,82016;29474,23541;25774,34103;18948,82819;9703,161952
